review_id,user_name,rating,review_text,date
c53286cf-9715-4a31-bff7-0b27374ee9c2,Pengguna Google,5,seperti biasanya bagus,2025-12-15 16:27:03
08e6f8cc-6a0e-40d4-a4ae-10b43ec75d23,Pengguna Google,1,"Parah bgt, gatau yang salah dari aplikasinya apa dari sistem rsnya, udah begadang buat war jadwal kontrol dokter gigi, giliran udah jam 12 aplikasinya malah suka error, trus gabisa daftar. Akhirnya kontrol jadi telat dan PSA harus ngulang dari awal. Gajelas bgt aplikasinya",2025-12-15 16:11:43
1fc490d8-2200-4eb1-a75b-01036b8fc7a6,Pengguna Google,1,"Data di KTP & KK sudah sesuai yang tercetak, tapi keterangan pada aplikasi dinyatakan tanggal lahir tidak sesuai dukcapil.",2025-12-15 14:59:01
749b03ff-d4c3-42b4-bee8-0c4f3ad66b83,Pengguna Google,5,ok,2025-12-15 14:54:32
16245fc2-7d2b-405b-8fc5-18ab9951d4bc,Pengguna Google,5,Aplikasi sangat membantu sekali,2025-12-15 14:42:23
e0bbe1c3-b97c-4b0b-b04c-9567036df748,Pengguna Google,4,baguss,2025-12-15 14:18:39
1febf96b-cc54-47c8-b23e-dd2c07b0f7b6,Pengguna Google,5,good,2025-12-15 13:54:00
e80354ef-2c34-4a96-ae5c-776a956c2465,Pengguna Google,5,terbaikk,2025-12-15 13:44:03
8913870a-e91a-4fef-b3cf-ddb3e3ab1097,Pengguna Google,5,simple dan bermutu,2025-12-15 13:41:06
6307f04b-e506-46a8-8f36-ec1aba3b416c,Pengguna Google,5,mantap,2025-12-15 13:39:33
24e73fef-020f-42a4-967a-b8a172d82462,Pengguna Google,5,Puas Sekali,2025-12-15 13:36:07
1482df52-2afc-4be8-9482-41310d6541f7,Pengguna Google,5,pelayanan digital sangat baik,2025-12-15 13:30:08
03b0d010-2e04-4369-8bdd-0150ec7fca9e,Pengguna Google,4,Mobile JKN ga bisa dibuka kenapa ya ?,2025-12-15 13:20:25
2c741996-81cd-4a3d-850a-48b7d6f02575,Pengguna Google,5,saya suka mjkn untuk kontrol ke rsi aisyiah malang,2025-12-15 13:08:10
49961df7-50a4-423f-a8c9-70e62e784214,Pengguna Google,4,dengan aplikasi mobile jkn ini sangat membantu sekali,2025-12-15 13:04:03
6f1c9ab5-96a2-407d-b39a-5fd32c6d4b52,Pengguna Google,5,sanggat membantu,2025-12-15 12:41:00
1683ba11-43a2-411e-b800-9430064835f1,Pengguna Google,4,good,2025-12-15 12:38:34
f4cb8714-6a4b-4a52-a61c-7e7138520b33,Pengguna Google,5,"terimakasih developer. Dengan adanya aplikasi ini sangat membantu sekali, jika ingin melakukan perubahan data, sperti faskes 1, kita ga perlu repot-repot datang ke kantor BPJS dan mengantri Berjam-jam. 🏥😊👍. syang sekali untuk poli gigi, khususnya SCALING' tidak dpt dicover. 😔",2025-12-15 12:36:16
dcde64c7-abcc-4cfc-95ad-f8afa9232793,Pengguna Google,3,pendaftarannya masih sulit..keterangannya tidak respon..tolong diperbaiki lagi kinerja aplikasinya biar lebih mudah untuk daftar &menentukan jadwal kunjungan ke rumah sakit rujukan,2025-12-15 12:20:51
ba14fa5e-2eb9-4e32-900f-c9f9c40847ea,Pengguna Google,5,mantap,2025-12-15 12:20:12
19e8e18c-6cd1-459c-8983-0fd2d76475db,Pengguna Google,5,good,2025-12-15 12:17:10
256b8356-1586-4b4b-bc49-93e6077d07a0,Pengguna Google,4,kenapa ya per Desember ini nyoba buka aplikasinya di 1 device dengan 1 akun tidak bisa lagi buka semua nama anggota keluarga. hanya atas nama 1 orang saja di 1 akun aplikasi yg bisa dibuka nomor BPJS nya. padahal sebelumnya semua anggota keluarga bisa di buka di 1 aplikasi 1 device.??,2025-12-15 12:14:54
3486c9bf-b34e-41a8-b341-3cae39af9c18,Pengguna Google,5,sangat membantu,2025-12-15 12:06:29
c337804e-dc6e-4074-a12d-545c9e0c308a,Pengguna Google,5,lebih suka sekarang ada call center ygbdapat dihub secara gratis,2025-12-15 12:01:29
e413067d-1a32-4237-a132-d05377e52938,Pengguna Google,1,"aplikasi gak jelas susah bnget daftar online, bisa bikin apk gk si? sekelas BPJS lho",2025-12-15 11:56:46
952ba169-db1a-4e1a-8912-a9ec26b08965,Pengguna Google,5,bagus sekali,2025-12-15 11:46:05
17070194-816d-4c74-994e-48c2bfddb976,Pengguna Google,5,sangat membantu,2025-12-15 11:42:48
b0c544d8-5634-40d8-a46f-39ed68605d0b,Pengguna Google,1,"aplikasi setiap di buka loading terus,g bisa2, uda di update tetap aja begitu trs,g niat buat aplikasi.",2025-12-15 11:40:12
806cafdf-7f1c-46c4-b6bb-83597967ab47,Pengguna Google,5,makin mudah terimkasih,2025-12-15 11:01:48
9d9f510e-64d2-4ea1-a6fe-9048a39528a7,Pengguna Google,5,"Update versi terbaru lancar2 saja aplikasinya,mau login, lupa pasword pengisianya pasword baru kalo mengikuti aturannya jg mudah dan ada petunjuknya biar aman,ada huruf besar,huruf kecil. Saran saja agar diupdate dokter/faskes yg sdh tdk bekerja sama dgn bpjs,karena msh tertera di daftar padahal sdh pindah jauh/wafat. Mksh",2025-12-15 11:01:30
2ba38266-adfd-46a6-9a34-cbb59bffd2d7,Pengguna Google,5,nyebelin... ntah kenapa daah beberapa kali akun krluar sendiri pas dibutuhkan.. padahal gak pernah sengaja log in.. ribet masuk ulang kalo nomor n email terdaftaf lupa,2025-12-15 11:01:08
3d986c43-543c-4119-a5eb-bf1d9938db5d,Pengguna Google,5,fast respon,2025-12-15 11:00:36
de43e167-489f-464a-a5d8-68850cb61d53,Pengguna Google,1,kode otp ga jelas bgt ga ada sms sama sekali!,2025-12-15 10:39:06
43b64646-8a01-4d8b-8933-2e726926e601,Pengguna Google,5,good,2025-12-15 10:33:04
16edbbc2-ccf3-4012-8574-ea9e88b88475,Pengguna Google,5,bgus dn rapi,2025-12-15 10:27:39
c73b6103-123d-4be7-8bdd-4534ca71c010,Pengguna Google,5,"baguuus ,mudah digunakan",2025-12-15 10:27:16
3eb8a25a-cf33-43a6-8778-7fe57ed06a03,Pengguna Google,5,mantap jiwa,2025-12-15 10:20:23
0c8b0e41-d928-4e5e-9917-4763b3ba45fb,Pengguna Google,2,setiap kali daftar di antrian faskes satu...selalu gagal dan bilang belum bisa...hadehh aneh,2025-12-15 10:16:41
e7cca49f-159c-4d5e-a4d3-c244086fba7d,Pengguna Google,5,Alhamdulillah sangat membantu sekali dan saya sangat brsyukur .. Trmksh. 😊🙏,2025-12-15 10:06:34
22a31df6-8b44-4b2b-ac8d-2fb24048c1d6,Pengguna Google,4,terimakasih aplikasi mobile jkn sangat membantu dan mempermudah pelayanan,2025-12-15 10:02:08
32b31631-6bf1-4056-8b0e-1954b44d9946,Pengguna Google,5,"faskes 1,, tidak lengkap",2025-12-15 09:52:53
80adc21b-f4bc-4c32-a075-35d33d6b5519,Pengguna Google,5,lebih ditingkatkan lagi,2025-12-15 09:43:49
4f22d4bd-8e20-477a-a38e-a58cc4387cfc,Pengguna Google,5,mantap,2025-12-15 09:33:43
ee237ff1-02a8-4b24-9a27-660ba2b74d05,Pengguna Google,1,"Aplikasi kurang sempurna, banyak bug. so bad.",2025-12-15 09:00:40
d5558767-006d-4dca-9393-e8743bc302a9,Pengguna Google,5,mantaf lanjutkan,2025-12-15 08:53:11
2029d24e-d6cf-4320-b546-98118763b0eb,Pengguna Google,2,aduh kenapa ini keluar terus saya mau ambil antrian tapi tidak bisa masuk aplikasi 😭,2025-12-15 08:33:51
d5088de5-c77c-4eee-8c76-4f89d7f5822d,Pengguna Google,5,good,2025-12-15 08:33:02
b378a77f-a587-4c52-99f9-51c63a379917,Pengguna Google,5,bisa membantu dengan baik,2025-12-15 08:29:36
d72a4aea-2fc4-492b-93f2-1bc7c829a3b3,Pengguna Google,3,"aplikasi sangat membantu, Tapi kebijakaannya d rubah tidak bisa screenshoot layar . Jadi susah mau ngasih No antrian ke orang tua. a",2025-12-15 08:24:11
309769c1-6bfd-49c0-a22b-24f2e18f9bce,Pengguna Google,2,tidak bisa login akun,2025-12-15 08:17:47
70be6889-add8-45a8-bae5-0bdee1bb2586,Pengguna Google,5,terbaik,2025-12-15 08:13:45
f77a3481-04c3-4b82-ba9a-97a1c9bb1461,Pengguna Google,1,PELAYANAN LAMA SEHARIAN,2025-12-15 08:07:25
83b921e0-45a5-4426-9334-9825ecc9ab1d,Pengguna Google,1,"Login susah,katanya sudah terdaftar dicoba berulang ulang susahnya minta ampun,aplikasi sampah.",2025-12-15 07:39:30
c1e625c2-81c7-4560-a773-d33d0047a8a5,Pengguna Google,5,mantaaaap. cepet,2025-12-15 07:33:40
306c98eb-63c8-4dab-884d-699f52bb8ae7,Pengguna Google,1,"aplikasi ini tidak membantu peserta/pasien yang akan mendaftarkan diri, sulit di pahami SULIT MASUK SULIT DAFTAR, NOMOR-NOMOR YG DI SEDIAKAN TDK BISA DI TLPN, PERCUMA ADANYA APLIKASI INI. TIDAK MENEMUKAN SOLUSI.",2025-12-15 07:33:33
c4bd0dcd-b4b3-43cc-bcad-49d7359cf952,Pengguna Google,5,bagus sangat berguna👍,2025-12-15 07:33:28
ba060fda-43ac-40ea-afc5-e260edfd238f,Pengguna Google,5,Sangat bagus sekali,2025-12-15 06:42:50
4adaacb4-14fd-434c-914a-1026ad454f98,Pengguna Google,5,selama ini oke gak ada masalah dan sangat membantu,2025-12-15 06:42:36
81b1cc2a-de9d-4287-b7c7-1f6931f9fa99,Pengguna Google,5,puas banget,2025-12-15 06:34:58
d5088e85-f674-450b-9a46-89e6dddb1cc3,Pengguna Google,5,Dengan adanya mobile JKN segalanya lebih mudah,2025-12-15 06:32:36
bcb49f81-66df-4f42-89b8-028e25584036,Pengguna Google,5,bagus,2025-12-15 06:04:54
03ab8f85-c5b9-4413-bc7d-cd6447824156,Pengguna Google,5,bagus,2025-12-15 06:02:42
401242a2-bd8e-4458-9b01-87e331f36a39,Pengguna Google,3,"memang mempermudah tapi, untuk verivikasi nya susah soalnya saya gagal verivikasi berkali-kali dan nomor yang tercantum bukan nomor saya atau keluarga saya padahal sudah diisi sesuai dengan nomor telfon saya...",2025-12-15 06:02:22
d7fc7798-9d3f-42b0-91e5-3a6f6f6b1014,Pengguna Google,5,iuran murah fasilitas berobat bagus,2025-12-15 05:45:03
85bd8d36-af2a-4428-9f4f-4335c1f409b2,Pengguna Google,5,bagus,2025-12-15 05:39:57
d8eeb3aa-40d3-43da-a7fa-80b325cca6cc,Pengguna Google,5,sangat membantu,2025-12-15 05:37:53
6a1411e4-d346-46e2-a245-bd523c356ad4,Pengguna Google,5,yg pasti penting dan berguna bgt sih skrg,2025-12-15 05:19:27
f08aca66-4782-4a51-9b2e-d0c38e443ec2,Pengguna Google,5,"sekarang sistemnya sudah di permudah,,trimakadih jkn",2025-12-15 05:11:13
0122bfc7-7771-4d42-985c-7f6f25a65300,Pengguna Google,1,gangguan terus aplikasinya,2025-12-15 05:06:13
d14963aa-d3d6-4ea2-8c88-baf4988ac525,Pengguna Google,5,Apl yg Membantu Sekali 👍,2025-12-15 04:48:28
ae11c751-90ce-4b5f-99f8-72febc652e0c,Pengguna Google,4,memudahkan tuk pelayanan kesehatan,2025-12-15 04:44:12
fc4f3586-f9cd-4cd7-809e-427e62c5ab3f,Pengguna Google,5,Sangat bermanfaat buat kami untuk hal kesehatan,2025-12-15 04:42:52
27d158c5-4c1b-4322-8040-fe4f43486d61,Pengguna Google,5,cepat dan akurat,2025-12-15 04:39:56
6dc6e6ca-58f1-482b-b3e0-3683edb074af,Pengguna Google,5,okay,2025-12-15 04:31:18
16c9192c-6eaf-4797-b12d-2928be589a4b,Pengguna Google,5,sangat memuaskan,2025-12-15 04:31:00
cf1eb21d-ed5b-4e47-aaf4-a8bac5729b9d,Pengguna Google,5,mantap,2025-12-15 04:08:45
7757b4ee-5032-47c2-9158-3f0856b7fb34,Pengguna Google,1,"file bekas vaksin 1&2 tidak ada, pelanan poli gigi tidak bisa",2025-12-15 04:02:11
12ec1fa1-fccd-466e-af16-e5e6c3e545df,Pengguna Google,5,👍,2025-12-15 03:53:21
cafa92ff-3ca7-45d4-85ed-c4033bfbc276,Pengguna Google,5,awalnya agak sulit,2025-12-15 03:50:23
608fb53b-21d2-4c45-bdf4-918dbaf436d4,Pengguna Google,5,top,2025-12-15 03:42:45
b28e729b-21de-47ca-9d17-41d2da7fe925,Pengguna Google,5,"langsung cepat direspon,trims",2025-12-15 03:30:18
31c29d11-d397-46ba-9695-6d87cdbee320,Pengguna Google,4,lumayan membantu dan sangat mudah untuk ganti faskes,2025-12-15 03:20:11
1ee9fa94-f370-47f5-bf69-003aad2a9a26,Pengguna Google,1,"aplikasi sering error dan menampilkan status offline, padahal kondisi sinyal bagus",2025-12-15 03:15:37
fa5618c8-850c-4df4-9772-bf6d47322280,Pengguna Google,5,Semoga lebih simple dan mudah digunakan,2025-12-15 03:13:58
a3bfe097-2273-4e32-a6f2-5dca382e85d6,Pengguna Google,4,"tolong diperhatikan lagi, Jadi sering bug , Gabisa liat kode Booking, Gabisa di Screenshot pulak😌",2025-12-15 03:13:50
53ffc55a-67fb-41d2-adfc-c245a2c6a7e8,Pengguna Google,5,Bagus,2025-12-15 03:11:37
54f88546-2891-4868-a92c-11075ebe91ce,Pengguna Google,1,nyusahin orang aja. udh di depan pendaftaran malah ofline padahal ada kouta sinyal kenceng tapi apknya goblookk..,2025-12-15 03:10:25
db17d5d9-4fb9-474e-bf4f-d8a97e288c56,Pengguna Google,5,sangat baik,2025-12-15 03:01:20
33511e9e-2f9b-4851-86a4-2259dacbe9eb,Pengguna Google,5,sangat bagus,2025-12-15 03:01:07
8eec9812-f9d8-4be6-bfc2-3c106bc516ed,Pengguna Google,5,sangat berguna👍,2025-12-15 02:59:44
7fccf87d-009f-4ac2-9337-f25d09582faa,Pengguna Google,5,sangat membantu,2025-12-15 02:59:40
5084de78-fdab-4e5f-98d3-945a63c83a7d,Pengguna Google,5,bagus,2025-12-15 02:55:21
96f807f7-425b-44bb-94e4-138bb4e8e68a,Pengguna Google,5,baik,2025-12-15 02:19:22
b3746f51-5808-443c-ad53-1fc97adc709e,Pengguna Google,5,sangat membantu,2025-12-15 02:06:43
0bb7114c-2de5-4ccf-a0f7-f5655bbc7f73,Pengguna Google,1,masa berlaku surat rujuk 3 bulan baru 1x kunjungan surat rujuk langsung hilang di aplikasi lah terus apa gunanya ni aplikasi cuma ke faskes 1 doang,2025-12-15 01:59:37
60801600-03dd-422b-bfc3-4b441e821526,Pengguna Google,5,sangat bermanfaat,2025-12-15 01:52:04
c39e6c78-4159-4561-b803-fd05bb909dda,Pengguna Google,5,sangat terbantu,2025-12-15 01:45:19
b3fda4e8-f9dd-4418-b980-d3a8595d9768,Pengguna Google,5,sangat membantu terima kasih,2025-12-15 01:33:39
ffc30742-fdb4-46b9-8aa3-0dd1e2e2ef1c,Pengguna Google,1,Aplikasi sering error,2025-12-15 01:30:42
59339430-cb54-43cf-8c02-a005e9ac4f11,Pengguna Google,1,ga layak,2025-12-15 01:14:20
0727d700-db81-45ef-acc1-915f26afa338,Pengguna Google,1,parah offline mulu gimna sih mempersulit pasien untuk daftr cepT dan online,2025-12-15 01:08:45
e8f30a68-c17f-46db-b591-3d4912c6b128,Pengguna Google,5,belum berobat tapi bayar iuran terus,2025-12-15 01:03:47
c114b688-be0d-4bc4-b5b5-955bf71ad74d,Pengguna Google,1,"mau login lupa kata sandi , mau di reset minta kode OTP melalui sms tidak pernah masuk . kode OTP melalui sms tidak bisa kah ??",2025-12-15 01:03:38
0a3b7783-bf76-4a3e-8d03-895a69d099e5,Pengguna Google,5,good,2025-12-15 00:30:46
a3d74c50-5a45-40e2-87a5-e7d5b315370b,Pengguna Google,1,"paskes di klinik fakhira jakarta pusat, keterangan 24 tapi dokter nya Dateng jam 9 pagi",2025-12-15 00:16:41
76dbcd5c-f86c-4544-a624-86c0fea93421,Pengguna Google,1,"lagi lagi aplikasi lu,kga bisa di screen wa daftar sehari sebelom jadi ilang datanya buat daftar faskes 1,jadi daftar lagi nomor urut gede",2025-12-15 00:14:16
689ce02e-441c-4e1c-a73e-33d82f370829,Pengguna Google,3,kenapa jadi gak bisa screenshot? biat gak bisa jadi bukti kalau banyak errornya ya? makin banyak perbaikan tapi makin banyak errornya.,2025-12-15 00:14:06
404663d6-c2d9-42dd-ab88-3f9b3901adfd,Pengguna Google,2,tidak bisa login ....,2025-12-14 23:50:05
97f18feb-d7fe-4029-a00e-710895bad686,Pengguna Google,5,mempermudah masalah BPJS kesehatan,2025-12-14 23:33:59
fbca5615-e02e-4489-a17a-0a08580389f6,Pengguna Google,5,membantu sekali,2025-12-14 23:27:52
56da6241-4339-442d-bb99-88f9162bb9ea,Pengguna Google,1,"selalu logout sendiri,",2025-12-14 23:21:45
4114d5eb-fd08-4524-a253-63fa51c42855,Pengguna Google,2,"bintang 2 dulu ya, karna gak bisa"" ambil nomor antrian online. katanya mempermudah tapi malah gak bisa"" entah apa penyebabnya",2025-12-14 23:14:49
9b1cdfef-38fd-4100-9e5b-8be8b1ae1e50,Pengguna Google,5,"pelayanan online bagus, walau harus menunggu beberapa hari dalam merubah status baik alamat maupun yg lain.. tapi proses cepat di layani .ok",2025-12-14 23:12:02
343d7fa7-43e1-48f1-bdba-7aaef8088af0,Pengguna Google,3,tolong untuk screenshot diaplikasi diadakan lg... sekarang knp ga bisa di SS ?? JD MEMPERSULIT ORANG TUA YG GAPTEK ....sy mendaftarkan ibu sy pke aplikasi sy biasanya langsung bisa di SS ..ini ga bisa.. merepotkan,2025-12-14 23:06:33
b5e84e2b-59bd-4f50-9358-81a38052e9c0,Pengguna Google,5,Baguslah semakin dipermudah dan tepat guna dalam berobat,2025-12-14 21:49:55
e0b20e81-8d37-458f-aebc-b0f8abf89139,Pengguna Google,5,mantul pokoe,2025-12-14 21:41:35
721b35f1-7a66-48bc-98fc-faf561515baa,Pengguna Google,3,"kenapa setelah 2 minggu tidak dipakai harus memasukkan nik dan password lagi, itu sangat menyusahkan bagi pengguna lansia dan yang lupa password, tolong kalau bisa terus login untuk menghemat waktu pendaftaran antrian",2025-12-14 20:27:56
441789f6-4461-4c23-9584-d548c3cb1656,Pengguna Google,5,mempermudah urusan trimakasih,2025-12-14 20:21:51
2c726b4e-843c-425b-b189-798b07bc8eda,Pengguna Google,5,respon cepat pelayanan mantap,2025-12-14 20:18:47
b5a1ec66-cd8e-4f68-8eb3-544d5192ae1d,Pengguna Google,1,aneh ko tiba tiba gabisa log in,2025-12-14 20:00:46
2e542206-5320-411d-8e72-cbba39611a27,Pengguna Google,3,"Ubah alamat faskes, bisa dipakai baru sebulan ke depan 😔😔",2025-12-14 19:39:16
7e341fb3-f6dd-405e-97fc-33b429ebd4d6,Pengguna Google,1,kenapa setelah update malah g bisa login pdhal no induk dan pasword sudah benar.,2025-12-14 19:03:28
22785e98-71a1-42d9-b933-e5bd879598ac,Pengguna Google,1,"sangat buruk,daftar antrian online gak bisa",2025-12-14 17:29:42
61e461fe-76bd-42b5-8151-1ea4fda85696,Pengguna Google,1,aplikasi sampah,2025-12-14 17:07:12
3dad94ed-5a53-4841-b2b0-4717bbca506c,Pengguna Google,5,sangat membantu,2025-12-14 16:39:48
20ebbd9c-ee08-46bb-8d17-8ac34177cc83,Pengguna Google,2,"kenapa sekarang tidak bisa daftar online ya difaskes 1, alasannya kuota penuh, padahal liat di web bpjs tidak ada pembatasan kuota.",2025-12-14 16:11:28
467d876a-4162-414c-8545-03346b4dee8e,Pengguna Google,5,kenapa ga bisa login setelah update.... malah nik selalu salah,2025-12-14 16:02:28
1db7e380-a756-40c7-a414-c1dc5ea956c2,Pengguna Google,1,maaf aku kasih bintang 1 karena peserta bpjs tidak muncul semua dalam aplikasi. eror mulu. aplikasinya jadi gak guna. jadi cuma buat pajangan doang di hp. 👎🏿👎🏿👎🏿👎🏿,2025-12-14 15:21:04
fbaab62c-b84b-4c91-b9f1-a1646bdddb46,Pengguna Google,5,cukup membantu sekali,2025-12-14 14:56:14
0c70764b-1174-4d96-aaa6-b7384e9fce4e,Pengguna Google,5,"Tingkatkan performanya ya, Trimakasih JKN",2025-12-14 14:24:06
127b1709-c77c-4bef-875e-5caaf9be0f00,Pengguna Google,5,Mudah dan praktis simple,2025-12-14 14:00:42
0621ab8d-fc91-44a1-a116-d3281b039931,Pengguna Google,5,ok,2025-12-14 13:38:15
55c1d393-a0b9-4e8b-86b7-23a87d7e5ecb,Pengguna Google,4,pertahankan,2025-12-14 13:33:43
702aa967-2a8f-43b6-b7bb-5099dcf32e7c,Pengguna Google,5,terimakasih sangat membantu,2025-12-14 13:24:30
8dc807ee-69e9-435d-b8a9-e493bfeddf0b,Pengguna Google,5,mantap,2025-12-14 13:18:15
dc589057-437f-4bb4-a92d-c1ba6889cc35,Pengguna Google,5,sangat memudahkan,2025-12-14 13:11:45
c5be85d7-6cf2-46a7-b886-78d73f0e8581,Pengguna Google,5,mobile jkn the best solusi semua terselesaikan..sukses selalu.,2025-12-14 13:01:52
f7e6d04c-ea1d-487f-98a9-d9483632a13b,Pengguna Google,4,keren,2025-12-14 12:53:40
86fd1476-dadf-4800-b080-8bab2f85309b,Pengguna Google,5,sangat membantu ko,2025-12-14 12:48:56
c3a24c0b-65d3-4988-991e-dc3e9fec6a78,Pengguna Google,5,sangat berguna sekali aplikasi ini terimakasih,2025-12-14 12:43:37
6a82cad1-19d5-45b0-b85b-c22dc37968eb,Pengguna Google,5,alhamdulillah ada bpjs,2025-12-14 12:10:47
62908ab3-9462-436e-b52b-fc31aa60641c,Pengguna Google,1,"tidak jelas, semua di kartu keluarga aktif. tapi yang muncul cuma kepala keluarga. mau ngecek jadwal pemeriksaan pun kagak bisa, udah nyoba nyoba tetap gak bisa. haduuhh",2025-12-14 12:03:12
a62a6528-d8d0-4b04-905b-0f57f4aadac5,Pengguna Google,5,bagus,2025-12-14 11:40:43
64857578-bb5c-4cdb-8fa8-0c58828171f2,Pengguna Google,2,tidak bisa login,2025-12-14 11:37:51
96a50690-5c0e-4bd2-8ec5-9716be109518,Pengguna Google,5,Alhamdulillah terbantu dengan adanya mobile jkn,2025-12-14 10:54:41
c5b0c19d-fa44-4496-9897-6f9034b0afe6,Pengguna Google,1,Apalah scan wajah gagal terus,2025-12-14 10:53:43
60a2c706-c0cc-4168-aa75-3e4f7651415d,Pengguna Google,3,"maaf tidak bisa login akun (padahal NIK & password sudah sesuai) 1. Sudah berulang hapus cache 2. Sudah berulang update aplikasi 3. Sudah berulang ""lupa password"" tapi tidak nerima balasan kode tertentu ke sms, kira2 solusi lain'a apa? thx",2025-12-14 10:28:52
0dd1ee6e-1559-4707-a86c-936bb82fe61c,Pengguna Google,5,Aplikasi ini sangat membantu sekali,2025-12-14 10:23:10
b36270e1-db58-4387-9a4b-5d5dd58fd17e,Pengguna Google,5,apk bagus banget,2025-12-14 10:11:55
be1105ac-6af0-4cda-9af7-6b149f6b2b73,Pengguna Google,5,Aplikasinya Bagus & Membantu,2025-12-14 08:49:40
99059672-d7f2-40ad-8fd7-2f69cd5d62ce,Pengguna Google,4,cukup memuaskan aplikasi nya mudah di gunakan.. semoga ttp mudah dan sukses selalu,2025-12-14 08:41:30
d517c4ea-a899-40d3-b7ad-bab3db664e4e,Pengguna Google,5,ok mantap,2025-12-14 08:35:01
f7a28cd3-cad7-4e6d-b051-632144176d7f,Pengguna Google,5,solusi untuk hp yg aflikasinya tidak mendukung apa? apa harus ganti hp,2025-12-14 08:03:29
7f213c7a-905a-44b8-8bd8-fc068771d42e,Pengguna Google,2,"tolong diperbaiki 1. berbicara dgn call center, lagi berbicara pihak call center bilang tidak ada suaranya, padahal suara call center terdengar jelas 2. terkait rujukan ke faskes selanjutnya, dari pihak rumah sakit yg dituju, ada tambahan persyaratan yg berbeda-beda, mempersulit berobat terimakasih",2025-12-14 08:03:18
47d341ae-8623-4964-9050-4d6eb70ce54a,Pengguna Google,5,memudahkan penggunaan BPJS kesehatan,2025-12-14 07:56:01
b3eeec7f-4044-429a-ad7f-babd7651125f,Pengguna Google,5,Good app's,2025-12-14 07:44:45
c269654e-0ed0-48a9-b0c0-973acc21bd39,Pengguna Google,5,"menghemat waktu,dan efisien",2025-12-14 07:43:05
2479309f-9152-4da8-b9c4-972d69ccc5ad,Pengguna Google,5,pelayanan sangat baik dan cepat juga memberikan kemudahan cukup dari rumah sja sudah bisa diproses,2025-12-14 07:39:18
89f7f5de-4a51-409a-b361-94db536314e0,Pengguna Google,5,mudah untuk update skrining,2025-12-14 07:30:08
038274b0-dfca-459c-98bd-ae7e6f9f574b,Pengguna Google,5,lebih mudah dan praktis,2025-12-14 07:29:28
e9ce8c6d-7ff3-4953-8b41-215f3e3e8c41,Pengguna Google,5,bagus,2025-12-14 07:23:31
dd491708-32f8-48f9-8e46-ea6aae3aa93f,Pengguna Google,5,ok,2025-12-14 07:11:48
8c28dac4-f1f4-42f3-8eb4-7b28c71a9156,Pengguna Google,5,mantap,2025-12-14 06:20:42
d022e8ab-4ff9-4b51-ba61-4e1f71769f13,Pengguna Google,5,Penggunaan mudah,2025-12-14 06:19:51
c17661a4-70d3-4c7f-b7f3-34bc65a237fa,Pengguna Google,5,Sangat bagus dan pengunaannya mudah,2025-12-14 06:03:06
